Stock Code,Update Date,Weight,Trade Start Date,Trade End Date
0700.HK,2017-07-31,-0.07142857142857142,2017-08-01,2017-08-31
1038.HK,2017-07-31,-0.07142857142857142,2017-08-01,2017-08-31
1044.HK,2017-07-31,-0.07142857142857142,2017-08-01,2017-08-31
1088.HK,2017-07-31,-0.07142857142857142,2017-08-01,2017-08-31
1109.HK,2017-07-31,-0.07142857142857142,2017-08-01,2017-08-31
2018.HK,2017-07-31,-0.07142857142857142,2017-08-01,2017-08-31
2318.HK,2017-07-31,-0.07142857142857142,2017-08-01,2017-08-31
0144.HK,2017-07-31,-0.07142857142857142,2017-08-01,2017-08-31
0135.HK,2017-07-31,-0.07142857142857142,2017-08-01,2017-08-31
0001.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
0002.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
0003.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
0019.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
0083.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
0386.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
0388.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
0700.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
0883.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
1113.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
1398.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
3328.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
3988.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
0135.HK,2017-08-31,0.07142857142857142,2017-09-01,2017-09-30
0006.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
0016.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
0688.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
0762.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
0857.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
0941.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
1044.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
1088.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
2018.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
2319.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
0836.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
0144.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
0004.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
0293.HK,2017-08-31,-0.07142857142857142,2017-09-01,2017-09-30
0001.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0003.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0066.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0083.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0700.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0762.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0857.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0883.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
1299.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
2628.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
3328.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0992.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0135.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0293.HK,2017-09-29,0.07142857142857142,2017-10-01,2017-10-31
0006.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
0011.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
0012.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
0019.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
0101.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
0175.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
0688.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
0941.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
1109.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
1398.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
2018.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
2318.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
0144.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
0004.HK,2017-09-29,-0.07142857142857142,2017-10-01,2017-10-31
0001.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0012.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0016.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0019.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0066.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0175.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0288.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0386.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0823.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
1088.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
1299.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
3328.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0836.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0992.HK,2017-10-31,0.07142857142857142,2017-11-01,2017-11-30
0006.HK,2017-10-31,-0.07142857142857142,2017-11-01,2017-11-30
0011.HK,2017-10-31,-0.07142857142857142,2017-11-01,2017-11-30
